StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q2	Q3	Q4	Q5	Q6	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q8_9	Q8_10	Q8_11	Q8_12	Q8_13	Q8_14	Q8_15	Q9	Q10	Q11	Q12	Q13
2/17/22 17:00	2/17/22 17:04	IP Address	128.138.65.106	100	231	TRUE	2/17/22 17:04	R_Rk1wypNZLVouwdr					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Female	Yes	Freshman	Fulfilling a requirement outside of CS	Agree	Neither Agree nor Disagree	Disagree	Disagree		Neither Agree nor Disagree	Disagree	Disagree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	I think my TA does a good job or presenting useful information and running through problems. 	My TA could improve the way he teaches to the class, his handwriting is very small and he seems very hesitant when doing problems or when he is asked questions. 	N/A I have recitation in person	N/A	I have visited many TA's for office hours. Tiffany Phan is really helpful with the homework problems and stuff like that. She helps all students even if her office hours are really full. I have also gone to Morgan Byers office hours and she is extremely helpful and will help students by writing tricky questions on the board. 
2/17/22 18:58	2/17/22 19:00	IP Address	128.138.65.103	100	167	TRUE	2/17/22 19:00	R_OpnV1b0bz6SMcAF					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Disagree	Strongly Disagree	Strongly Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Rahul is very knowledgeable and is willing to help in the recitation. 	None.			No
2/18/22 13:19	2/18/22 13:23	IP Address	128.138.65.124	100	197	TRUE	2/18/22 13:23	R_0PrtwOoY8KNGhpv					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Prefer not to answer	Yes	Freshman	CS Minor	Strongly Agree	Agree	Agree	Neither Agree nor Disagree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	They try to get us to talk through solutions and get us thinking, rather than just being told what to write. 	If they could write a little bigger, that would be nice. 	I do not remember the first two weeks online and I have not attended remotely since. I am cannot answer this question	I do not remember the first two weeks online and I have not attended remotely since. I am cannot answer this question	No
2/20/22 11:24	2/20/22 11:28	IP Address	98.245.161.156	100	202	TRUE	2/20/22 11:28	R_9nrg8BWLC8W5eEh					39.9947052	-105.2366028	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Female	Yes	Sophmore	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Agree	Agree		Agree	Disagree	Disagree	Disagree	Agree	Neither Agree nor Disagree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	I like the way he explains the pseudocode of recitation problems.	I think it would be beneficial if we were given most of the time to work with our tables and ask questions as we go through instead of watching him go through the problems for the duration of the class and be given 15 minutes to work on our own.	N/A	N/A	No
3/1/22 9:35	3/1/22 9:36	IP Address	128.138.65.163	100	90	TRUE	3/1/22 9:36	R_1lyO1qJf8l31cFG					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Agree	Agree		Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	He answers questions in a clear and concise manner.	Front of the room instruction could be better	N/A	N/A	No
3/1/22 9:35	3/1/22 9:38	IP Address	128.138.65.181	100	178	TRUE	3/1/22 9:38	R_3qNE9OW5CehpJtD					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Interested in topic	Agree	Neither Agree nor Disagree	Disagree	Neither Agree nor Disagree		Disagree	Agree	Neither Agree nor Disagree	Strongly Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	I like how he is able to explain and work through problems on the board and the other students assistants and him help walk around the class at points and help answer questions.	Better communication, better organization of class and giving more time to work on class work	N/A	N/A	n/a
3/1/22 9:34	3/1/22 9:38	IP Address	128.138.65.244	100	190	TRUE	3/1/22 9:38	R_1BXYOAutH1fn0Dq					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Sophmore	Fulfilling a requirement outside of CS	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Strongly Agree	Neither Agree nor Disagree	Agree	Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Is helpful.	No	In person	In person	No
3/1/22 9:35	3/1/22 9:38	IP Address	128.138.65.219	100	160	TRUE	3/1/22 9:38	R_21afyYP4NevivuY					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Agree	Strongly Agree		Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	He makes sure that he has adequately explained a topic before he continues onto the next one.	I do think that he can move fast at times, which gets a bit confusing.	We do not learn remotely	n/a	N/A
3/1/22 9:34	3/1/22 9:39	IP Address	128.138.65.59	100	260	TRUE	3/1/22 9:39	R_vOklJJWWrdbSaxH					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Junior	Interested in topic	Strongly Agree	Agree	Agree	Agree		Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	The thing i appreciate the most is the fact that he asks if he wants us to go over something. If the class feels like they don't need to go over it then we don't go over it but if we decide as a class to go over something Rahul helps us out a lot.	I think that one thing that Rahul could work on is maybe writing a little bigger on the board. It feels like sometimes he writes a little too small and this makes things hard to see and understand what he is trying to do.			NA 
3/1/22 9:35	3/1/22 9:39	IP Address	128.138.65.141	100	225	TRUE	3/1/22 9:39	R_3HMT7E34pBxDiB5					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Neither Agree nor Disagree	Disagree	Disagree		Agree	Agree	Neither Agree nor Disagree	Strongly Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Strongly Agree	Agree	I appreciate that my TA tries to explain things to the best of his ability.	He is not very commanding of attention. Do not be afraid to talk over students.	N/A.	N/A.	N/A
3/1/22 9:36	3/1/22 9:39	IP Address	128.138.65.158	100	172	TRUE	3/1/22 9:39	R_3CZ5M95mgx94TlT					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Female	Yes	Freshman	CS Minor	Strongly Agree	Agree	Agree	Disagree		Disagree	Disagree	Disagree	Disagree	Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Strongly Agree	I like how he goes around for the majority of the class providing help to students	Structure the slides a bit better at the beginning of the class to make it more understandable. Sometimes the slides are a little confusing.	We don't meet on zoom	We don't meet on zoom	N/A
3/1/22 9:38	3/1/22 9:40	IP Address	128.138.65.67	100	120	TRUE	3/1/22 9:40	R_3qVxRnL2PEtrQpJ					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Female	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Agree		Agree	Disagree	Neither Agree nor Disagree	Strongly Agree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Strongly Agree	Strongly Agree	They gauge the classes understanding before moving on 	When showing code, use vs code and type it on the projector instead of the whiteboard. It's difficult to see and follow along on the white board	n/a	n/a	n/a
3/1/22 9:35	3/1/22 9:40	IP Address	128.138.65.187	100	280	TRUE	3/1/22 9:40	R_1Lcyxddc69axw8G					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	CS Major	Strongly Agree	Disagree	Strongly Disagree	Disagree		Strongly Disagree	Strongly Agree	Strongly Disagree	Strongly Disagree	Agree			Strongly Agree	Strongly Agree	Agree	He's relatively friendly	My problems are more with the course itself rather than the TA's. Its a poorly managed class with pacing that is all over the place. The professors are trying to juggle about 500 students which they are clearly not capable of.	N/A	N/A	Actually help us with the homework maybe? We meet once a week for recitation, give us some pointers or something instead of wasting my time.
3/1/22 9:35	3/1/22 9:40	IP Address	128.138.65.218	100	290	TRUE	3/1/22 9:40	R_1HnvrNCFbltVeO9					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Sophmore	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Agree	Neither Agree nor Disagree		Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Agree	hes kind	more demonstrations			nope
3/1/22 9:37	3/1/22 9:40	IP Address	128.138.65.76	100	184	TRUE	3/1/22 9:40	R_3MLMoNaJVuK3xeA					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Interested in topic	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He makes sure that everyone understands everything before moving on.	Maybe be more clear when explaining abstract concepts.	I am not sure.	I am not sure.	I am not sure.
3/1/22 9:36	3/1/22 9:41	IP Address	128.138.65.63	100	258	TRUE	3/1/22 9:41	R_3G3QLIxAQMkdKFR					40.01280212	-105.2759018	anonymous	FR	1300 - Rahul Kumar Mohan Kumar	Female	No	Junior	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Agree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Agree	Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	satisfied	write bigger on the board	N/A	N/A	N/A
3/1/22 9:35	3/1/22 9:41	IP Address	128.138.65.214	100	347	TRUE	3/1/22 9:41	R_TdacJsYP7i8ple1					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Female	Yes	Sophmore	Fulfilling a requirement outside of CS	Strongly Agree	Disagree	Agree	Neither Agree nor Disagree		Agree	Neither Agree nor Disagree	Agree	Strongly Disagree	Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Strongly Agree	They walk through the recitation questions clearly 	maybe do problems outside the recitation, it's hard to stay engaged, write larger	N/A		I haven't been to another recitation
3/1/22 9:36	3/1/22 9:41	IP Address	128.138.65.97	100	292	TRUE	3/1/22 9:41	R_3PHzrIH5NgLKCSy					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Clear communication	Make class more engaging	Cover all the material we need to go over at the start of class	go back to in person	No
3/1/22 9:35	3/1/22 9:41	IP Address	128.138.65.166	100	369	TRUE	3/1/22 9:41	R_1nNRstJzfE2JoJa					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Female	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	They are very helpful	maybe type things over projector instead of write on whiteboard	I dont remember	I dont remember	no
3/1/22 9:40	3/1/22 9:43	IP Address	128.138.65.216	100	197	TRUE	3/1/22 9:43	R_3MxkrTddPsqsrAv					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Sophmore	CS Minor	Strongly Agree	Neither Agree nor Disagree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	I think that my TA properly addresses class concerns and questions to make sure everyone has an understanding of course concepts.	He could probably write larger on the board so everyone can see.	Presents content in a clear way.	Do more problems together as a class or in groups. 	na
3/1/22 9:42	3/1/22 9:43	IP Address	128.138.65.35	100	86	TRUE	3/1/22 9:43	R_1QJDIgRjdVLy8Gx					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Female	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He is really cool	He does really well	we never had remote learning	we never had remote learning	no
3/1/22 9:41	3/1/22 9:46	IP Address	128.138.65.42	100	319	TRUE	3/1/22 9:46	R_T2bwt6q9cRgo98Z					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	No	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He makes sure everyone understands before moving on to the next topic.	I don't see any areas for improvement for my TA.	We have in person recitation.	N/A	They need to ask the students if they're comfortable in one of the topics they're teaching before moving into the other topic
3/1/22 9:41	3/1/22 9:46	IP Address	128.138.65.107	100	300	TRUE	3/1/22 9:47	R_333IHFjSS7MWH11					40.01280212	-105.2759018	anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Agree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Asking for advice on HWs and other questions 	Calling on students for participation 	interactive 	nothing	no
2/17/22 16:35	2/17/22 16:35	IP Address	71.56.250.56	50	19	FALSE	3/3/22 16:35	R_qQs7ftzIfnqBT9f							anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Fulfilling a requirement outside of CS																				
2/17/22 16:54	2/17/22 16:55	IP Address	128.138.65.154	50	76	FALSE	3/3/22 16:55	R_20Sv3ngV5cfXswz							anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Female	No	Sophmore	Fulfilling a requirement outside of CS																				
2/18/22 11:09	2/18/22 11:10	IP Address	128.138.65.241	50	63	FALSE	3/4/22 11:10	R_1Kg7U4g0thvArpw							anonymous	EN	1300 - Rahul Kumar Mohan Kumar	Male	Yes	Freshman	Fulfilling a requirement outside of CS																				
2/17/22 16:33	2/17/22 16:40	IP Address	128.138.65.80	100	407	TRUE	2/17/22 16:40	R_3iJv3jAI7Md6Y9c					40.01280212	-105.2759018	anonymous	EN	1300 - Tiffany Phan	Female	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I enjoy the way she reiterates through things we've learned but in a way that is very easy to understand. She is a very nice person and seemingly gets along with everyone.	I would probably say that she should challenge us more. Since a lot of the assignments we receive tends to be much harder than what we are taught. If she gave us harder assignments and still provides us support I would think that would really set us up.	Back what I remembered, she had everything set in stone. It didn't seem as though she is forgetting anything and we were going at a proper pace.	I would say to keep it more engaging. Granted, this issue is bound to happen for really any class I have but especially with computer science and watching how things are done is pretty boring for the most part.	Not really. The other TAs I have met are very kind and supportive as well but that is the most I know of them.
2/17/22 16:42	2/17/22 16:51	IP Address	73.14.173.101	100	572	TRUE	2/17/22 16:51	R_w4S85BF3MKzkAU1					40.03729248	-105.2789993	anonymous	EN	1300 - Tiffany Phan	Female	Yes	Sophmore	CS Minor	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Neither Agree nor Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	The lecture/review portion of the recitation is extremely concise and effectively taught. Tiffany starts with slides and a top town overview and explains everything, then goes into VS code and demonstrates, including an approach written out in pseudocode, comments, and common errors. There is always a clear path from concepts, to problem solving, to syntax. There are many opportunities to ask questions. We then go into independent practice, where she and the LAs are floating ready to ask questions. It's a good way to reinforce what we learned. Tiffany is extremely friendly and approachable and meets people where they're at. Every time I've emailed her she has gotten back to me within a couple hours. 	None!	Floats between rooms, and answers quickly when the "raise hand" feature is used. 	I know this is controversial, but I would like it if everyone had their cameras on.	None
2/17/22 17:10	2/17/22 17:21	IP Address	128.138.65.206	100	655	TRUE	2/17/22 17:21	R_1ddmjrtUpBhzpex					40.01280212	-105.2759018	anonymous	EN	1300 - Tiffany Phan	Female	Yes	Freshman	Topic is useful for my career	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is incredibly nice and always takes time to help me when I have a problem. I appreciate that she makes sure I understand the topic before she continues onto another topic. Her teaching is engaging and does a good job of preparing us for homework assignments and her office hours are also very helpful.	I can't think of anything. I think Tiffany is a very good TA.	She was always very clear when giving instructions and told us where to find additional resources if we needed them.	For it not to be remote?	I don't have feedback for other TAs but Ash and Lita - LAs that help out in my recitation - are very kind and helpful whenever I have a question. I can tell both of them enjoy helping us code. Ash especially is always up beat and I feel like that makes our recitations much more engaging and fun.
2/17/22 17:40	2/17/22 17:44	IP Address	128.138.30.213	100	220	TRUE	2/17/22 17:44	R_2YFATbi48KvnLiz					39.99699402	-105.0973969	anonymous	EN	1300 - Tiffany Phan	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	My TA is very responsive to questions, and goes out of her way to make sure students fully understand the topic at hand.	The TA doesn't really offer any room for feedback on instruction.	My TA made sure that students were actively engaged in breakout rooms by individually visiting them and speaking with students therein.	The TA could include some sort of full class discussion to gain feedback on the topic at hand.	N/A
2/17/22 18:20	2/17/22 18:22	IP Address	174.215.22.156	100	133	TRUE	2/17/22 18:22	R_eQYue6RBntAnd4t					39.67959595	-104.9626007	anonymous	EN	1300 - Tiffany Phan	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	nice and helpful, able to help all students in the recitation	none	N/A	N/A	N/A
2/17/22 20:21	2/17/22 20:25	IP Address	128.138.65.118	100	218	TRUE	2/17/22 20:25	R_1qh7X9sHIzCF2o6					40.01280212	-105.2759018	anonymous	EN	1300 - Tiffany Phan	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Agree	Agree		Strongly Agree	Disagree	Strongly Disagree	Strongly Disagree	Strongly Agree	Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Friendliness	Explain things in more basic terms	n/a	n/a	no
2/20/22 17:15	2/20/22 17:20	IP Address	128.138.65.172	100	325	TRUE	2/20/22 17:20	R_1lsFNKFKxVw3vJ7					40.01280212	-105.2759018	anonymous	EN	1300 - Tiffany Phan	Male	No	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She explains the material that I can understand. 	nothing	reach out 	posting videos to reinforce the material	no
2/21/22 0:34	2/21/22 0:35	IP Address	128.138.65.84	100	60	TRUE	2/21/22 0:35	R_3L6L7eVp7WoalZT					40.01280212	-105.2759018	anonymous	EN	1300 - Tiffany Phan	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Shes nice	i dont know	Teach	idk	idk
2/17/22 20:24	2/17/22 20:27	IP Address	174.198.134.7	50	187	FALSE	3/3/22 20:27	R_1JDtMssn6ZgxEAA							anonymous	EN	1300 - Tiffany Phan	Male	Yes	Freshman	Fulfilling a requirement outside of CS																				
2/17/22 17:31	2/17/22 20:58	IP Address	75.70.96.7	50	12438	FALSE	3/3/22 20:58	R_3mabRUszZUnV5sk							anonymous	EN	1300 - Tiffany Phan	Male	Yes	Freshman	CS Major																				
2/18/22 7:34	2/18/22 7:34	IP Address	174.198.132.146	50	32	FALSE	3/4/22 7:34	R_2f1Vc68HJox795Z							anonymous	EN	1300 - Tiffany Phan	Non-Binary	Yes	Freshman	Fulfilling a requirement outside of CS																				
2/20/22 21:18	2/20/22 21:20	IP Address	198.54.128.236	50	105	FALSE	3/6/22 21:20	R_2tswq60PFxlLTGH							anonymous	EN	1300 - Tiffany Phan	Male	Yes	Freshman	Fulfilling a requirement outside of CS																				
2/17/22 16:33	2/17/22 16:36	IP Address	128.138.65.239	100	224	TRUE	2/17/22 16:36	R_3nl2T34n4amnEix					40.01280212	-105.2759018	anonymous	EN	1300 - Tuhina Tripathi	Male	Yes	Freshman	CS Major	Neither Agree nor Disagree	Agree	Strongly Agree	Agree	Neither Agree nor Disagree	Agree		Agree	Agree				Agree	Strongly Agree		n/a	n/a	n/a	n/a	n/a
2/17/22 16:32	2/17/22 16:37	IP Address	97.118.133.40	100	290	TRUE	2/17/22 16:37	R_snEWthMXQYKgijL					39.76280212	-105.0262985	anonymous	EN	1300 - Tuhina Tripathi	Female	No	Freshman	CS Major	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Discuss about the problem 	Discussion 	Make the breakout room for collaboration 	By discussing more about the activities 	No
2/17/22 17:29	2/17/22 17:35	IP Address	128.138.65.208	100	369	TRUE	2/17/22 17:35	R_33mrwXZHWvF8mI9					40.01280212	-105.2759018	anonymous	EN	1300 - Tuhina Tripathi	Female	Yes	Sophmore	Topic is useful for my career	Strongly Agree	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Neither Agree nor Disagree	Agree	Agree	Neither Agree nor Disagree	Agree	Disagree	Agree	Agree	I have a really hard time following her in class. This is my first ever coding class and a lot of the time she goes through material really fast and I just leave recitation more confused then when I started	Construstive feedback, making material less complicated for new students, giving more opportunities for students to ask questions	Last week we did an activity in group amending and correcting code and I liked that activity. I remember in the first or second recitation she did a word game at the very beginning to gain attention, I liked that a lot too	Just getting students more involved and working together	I have worked with many other in office hours but I can't think of one specifically
2/18/22 10:09	2/18/22 10:13	IP Address	128.138.65.241	100	236	TRUE	2/18/22 10:13	R_1DOLRJUmlV9kWND					40.01280212	-105.2759018	anonymous	EN	1300 - Tuhina Tripathi	Male	No	Freshman	Fulfilling a requirement outside of CS	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Explains calmly without getting frustrated	She's great	Fast email replies. Great during high stress periods	The TA is not the issue with this class	n/a
2/18/22 16:10	2/18/22 16:13	IP Address	128.138.65.35	100	138	TRUE	2/18/22 16:13	R_2TNt8eapYE5b93a					40.01280212	-105.2759018	anonymous	EN	1300 - Tuhina Tripathi	Female	Yes	Freshman	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is patient	It would be nice to have a weekly review of lecture topics learned. 	Breakout rooms	do more examples with whole group	No, its all good
2/17/22 16:38	2/17/22 16:39	IP Address	174.198.128.101	50	18	FALSE	3/3/22 16:39	R_2ctKqfBD1STMKeq							anonymous	EN	1300 - Tuhina Tripathi	Male	Yes	Sophmore	Topic is useful for my career																				
2/18/22 1:00	2/18/22 1:00	IP Address	107.77.198.159	50	32	FALSE	3/4/22 1:00	R_w0rxrVjZcIvTuMx							anonymous	EN	1300 - Tuhina Tripathi	Male	Yes	Junior	Fulfilling a requirement outside of CS																				
2/21/22 11:53	2/21/22 11:58	IP Address	128.138.65.228	50	317	FALSE	3/7/22 11:58	R_3efdzIfJd7CUgyy							anonymous	EN	1300 - Tuhina Tripathi	Male	Yes	Freshman	Fulfilling a requirement outside of CS																				
2/17/22 16:33	2/17/22 16:41	IP Address	174.198.142.131	100	478	TRUE	2/17/22 16:41	R_2YQDV8XVZJt5jEV					39.69599915	-105.0345993	anonymous	EN	1300 - Varsha Koushik	Male	No	Freshman	CS Major	Strongly Agree	Agree	Strongly Agree	Strongly Agree		Strongly Agree	Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	The way they explain concepts first with pseudocode explanation and then with actual code makes it very easy to understand everything.	There is nothing to improve. The only problem that I have is that a lot of students sometimes have questions but they have to wait a long time for someone to show up and answer said questions. However, this is not her fault but it could maybe be solved with more assistants.			No
2/17/22 17:35	2/17/22 17:47	IP Address	128.138.65.91	100	714	TRUE	2/17/22 17:47	R_1EbdJ8j3myJcFmE					40.01280212	-105.2759018	anonymous	EN	1300 - Varsha Koushik	Female	No	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Disagree	Disagree	Disagree		Strongly Agree	Agree	Neither Agree nor Disagree	Disagree	Strongly Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Strongly Agree	I like how they are always open to and willing to answer questions, especially after the lecture/discussion. I also like how encouraging they are with the struggles of students and how they used to go over how to help solve problems similar to the homework.	One thing I noticed is when the material got harder, my TA stopped going over essential problems that we need the most help with such as the recitation activity or some of the homework/project problems. I prefer when we used to touch briefly on the subject because it helped fill in the gaps in my knowledge.	N/A	N/A	N/A
2/22/22 16:20	2/22/22 16:27	IP Address	128.138.65.230	100	392	TRUE	2/22/22 16:27	R_3m2EJP5aBKohbwK					40.01280212	-105.2759018	anonymous	EN	1300 - Varsha Koushik	Male	Yes	Freshman	CS Major	Strongly Agree	Neither Agree nor Disagree	Agree	Disagree		Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Disagree	Agree	Agree	Agree	Agree	They try their best to help.	Seems like they don't know the material being taught before class, like when they show us is the first time they see it as well.	Suggests other oom recitations that I can attend for attendance.	Offer a zoom link option for our recitation time.	N/A
2/17/22 16:57	2/17/22 16:58	IP Address	128.138.65.225	50	30	FALSE	3/3/22 16:58	R_2doLGTOsLPe9wG7							anonymous	EN	1300 - Varsha Koushik	Male	Yes	Freshman	Fulfilling a requirement outside of CS																				
